,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
314,Saint-Francois,0,FR,1562709423,51,46.42,3.91,62.6,4.7
315,Champerico,75,MX,1562709424,55,16.38,-93.6,87.8,3.36
316,Kharan,0,PK,1562709426,34,28.58,65.42,83.99,8.86
317,Kamenka,36,MD,1562709427,84,48.03,28.7,51.01,5.91
318,Amazar,0,RU,1562709428,93,53.86,120.88,54.83,3.33
319,Huntsville,1,US,1562709429,46,34.73,-86.59,97.0,8.05
320,Safford,1,US,1562709431,13,32.83,-109.71,102.2,9.17
321,Kamina,53,CD,1562709433,31,-8.74,25.0,66.89,6.04
322,Zaykovo,100,RU,1562709434,76,57.56,62.76,58.25,7.27
323,Lebu,40,ET,1562709244,82,8.96,38.73,60.8,6.93
324,Kununurra,0,AU,1562709437,67,-15.77,128.74,59.0,5.82
325,Capao Bonito,0,BR,1562709438,81,-24.01,-48.35,54.65,2.77
326,Constitucion,75,MX,1562709440,64,23.99,-104.67,82.0,5.82
327,Kailua,40,US,1562709327,83,21.39,-157.74,89.6,11.41
328,Grandview,40,US,1562709438,55,38.89,-94.53,93.99,8.23
329,Kalianget,20,ID,1562709443,83,-7.35,109.91,71.6,1.12
330,Taltal,87,CL,1562709445,80,-25.41,-70.49,56.09,4.72
331,Pacifica,75,US,1562709335,87,37.61,-122.49,72.0,4.7
332,Mackay,90,CA,1562709448,100,53.65,-115.58,51.8,5.82
333,Chulumani,0,BO,1562709449,46,-16.41,-67.53,48.53,6.76
334,Hambantota,75,LK,1562709450,100,6.12,81.12,75.2,3.36
335,Kedrovyy,0,RU,1562709452,93,56.17,91.82,53.6,4.85
336,Togur,65,RU,1562709454,95,58.36,82.83,51.95,4.94
337,Longonjo,41,AO,1562709455,19,-12.91,15.25,55.55,5.14
338,Flinders,0,AU,1562709456,81,-34.58,150.85,51.01,10.29
339,Ankazoabo,72,MG,1562709457,73,-22.29,44.51,56.99,10.09
340,Karwar,100,IN,1562709460,84,14.8,74.13,80.57,16.26
341,Kunya,20,NG,1562709462,88,12.22,8.53,78.8,2.24
342,Basavana Bagevadi,97,IN,1562709463,81,16.57,75.97,74.09,15.5
343,Matagami,100,NG,1562709464,94,9.67,8.4,68.87,2.84
344,Hearst,100,CA,1562709466,34,49.69,-83.67,88.49,6.87
345,Mityana,0,UG,1562709467,95,0.4,32.05,62.75,1.34
346,Nouakchott,0,MR,1562709468,78,18.08,-15.98,75.2,17.22
347,Byron Bay,90,AU,1562709469,93,-28.65,153.62,57.0,4.7
348,Diffa,99,NE,1562709470,60,13.32,12.61,82.91,15.05
349,Pekan,75,MY,1562709472,94,3.49,103.39,77.0,1.12
350,Zaysan,100,KZ,1562709473,65,47.47,84.87,66.17,2.82
351,Zima,12,RU,1562709474,85,53.93,102.05,58.25,2.44
352,Rio Gallegos,75,AR,1562709475,100,-51.62,-69.22,39.2,4.7
353,Kassala,100,SD,1562709476,44,15.45,36.38,90.11,10.25
354,Bom Jardim,0,BR,1562709478,83,-7.8,-35.59,73.4,6.93
355,Tocopilla,81,CL,1562709479,84,-22.09,-70.2,58.97,15.57
356,Balgazyn,3,RU,1562709480,40,51.0,95.2,56.27,2.33
357,Otradnoye,90,RU,1562709481,87,59.77,30.8,57.0,6.71
358,Komsomolskiy,98,RU,1562709482,79,67.55,63.78,45.47,7.14
359,Yerbogachen,6,RU,1562709484,75,61.28,108.01,59.87,1.72
360,Shitkino,0,RU,1562709485,60,56.37,98.35,58.43,4.72
361,Broken Hill,0,AU,1562709486,86,-31.97,141.45,37.4,8.05
362,Pangai,90,TO,1562709487,100,-19.8,-174.35,75.2,10.29
363,Hoyanger,20,NO,1562709488,76,61.22,6.07,62.6,4.7
364,Powell,1,US,1562709490,45,40.16,-83.08,90.0,4.7
365,Hami,100,CN,1562709491,22,42.84,93.51,82.91,4.45
366,Tessalit,49,ML,1562709492,33,20.2,1.01,90.11,11.18
367,Kigoma,23,TZ,1562709493,66,-4.88,29.64,77.33,7.14
368,Zyryanka,88,RU,1562709494,43,65.73,150.89,71.57,15.32
369,Olot,0,ES,1562709496,94,42.18,2.49,78.01,4.36
370,Vestmannaeyjar,100,IS,1562709497,71,63.44,-20.27,54.11,20.22
371,Nargana,100,PA,1562709498,72,9.44,-78.59,82.73,5.19
372,Mattawa,75,CA,1562709499,44,46.32,-78.7,81.0,9.17
373,Gamba,100,CN,1562709500,72,28.28,88.52,42.77,4.38
374,Kemlya,20,RU,1562709502,93,54.69,45.24,54.47,9.26
375,Ozinki,100,RU,1562709503,87,51.2,49.73,67.97,7.54
376,Comodoro Rivadavia,0,AR,1562709505,81,-45.87,-67.48,50.0,6.13
377,Marawi,94,PH,1562709506,90,8.0,124.29,73.0,4.0
378,Tecoanapa,20,MX,1562709508,74,16.99,-99.26,87.8,5.82
379,Itarema,2,BR,1562709509,75,-2.92,-39.92,77.15,7.92
380,Isangel,20,VU,1562709510,88,-19.55,169.27,68.0,4.7
381,Ushtobe,91,KZ,1562709512,51,45.25,77.98,75.35,13.87
382,Yar-Sale,99,RU,1562709514,69,66.83,70.83,46.73,7.29
383,Mandla,100,IN,1562709515,91,22.6,80.37,76.61,6.33
384,Formosa do Rio Preto,21,BR,1562709516,47,-11.04,-45.19,74.99,4.59
385,Airai,1,TL,1562709490,78,-8.93,125.41,66.71,4.74
386,Henties Bay,62,NA,1562709518,55,-22.12,14.28,62.01,1.99
387,Sovetskiy,27,RU,1562709520,97,56.76,48.47,56.27,10.07
388,Changping,40,CN,1562709521,94,40.22,116.23,77.0,4.47
389,Samarai,70,PG,1562709522,88,-10.62,150.67,71.03,5.57
390,Kijang,75,KR,1562709523,73,35.24,129.21,71.6,10.29
391,Riverton,1,US,1562709526,18,43.02,-108.38,78.8,19.46
392,Praya,75,ID,1562709527,94,-8.71,116.27,71.6,1.12
393,Mithi,70,PK,1562709528,73,24.74,69.8,83.09,24.67
394,Rio Grande,100,BR,1562709529,100,-32.03,-52.1,44.6,1.12
395,Lac du Bonnet,100,CA,1562709530,89,50.25,-96.06,68.0,1.01
396,Krasnyy Yar,33,RU,1562709532,83,50.7,44.73,56.45,8.66
397,Boa Vista,40,BR,1562709312,55,2.82,-60.67,87.8,2.24
398,Norman Wells,75,CA,1562709467,42,65.28,-126.83,68.0,8.05
399,Klaksvik,100,FO,1562709343,87,62.23,-6.59,48.2,16.11
400,Halmstad,46,SE,1562709363,87,56.67,12.86,62.01,5.82
401,Labe,100,NG,1562709537,95,7.7,8.47,72.11,5.93
402,Auki,100,NG,1562709487,80,12.18,6.51,75.89,3.94
403,Maceio,75,BR,1562709540,88,-9.67,-35.74,73.4,3.36
404,Tvoroyri,93,FO,1562709541,87,61.56,-6.81,48.2,16.11
405,San Quintin,69,PH,1562709542,90,17.54,120.52,72.65,3.71
406,Bubaque,85,GW,1562709543,84,11.28,-15.83,80.21,20.69
407,Beisfjord,0,NO,1562709544,58,68.38,17.6,60.01,18.34
408,Presidencia Roque Saenz Pena,0,AR,1562709546,66,-26.79,-60.44,69.77,6.78
409,Puerto Baquerizo Moreno,40,EC,1562709547,65,-0.9,-89.6,77.0,13.87
410,Vostok,100,RU,1562709548,83,46.45,135.83,63.47,1.14
411,Tucuman,0,PE,1562709549,16,-17.17,-70.89,67.25,6.93
412,Ratlam,100,IN,1562709550,88,23.33,75.04,77.33,18.88
413,Surt,0,LY,1562709552,70,31.21,16.59,81.83,8.61
414,Quatre Cocos,20,MU,1562709553,94,-20.21,57.76,70.0,4.7
415,Margate,75,AU,1562709554,75,-43.03,147.26,48.99,5.82
416,Opuwo,87,NA,1562709556,16,-18.06,13.84,55.01,5.99
417,Valentin Gomez Farias,75,MX,1562709558,64,24.05,-104.7,82.0,5.82
418,Ginda,57,IN,1562709560,96,30.69,78.49,61.49,1.39
419,Kieta,100,PG,1562709561,82,-6.22,155.63,78.23,1.14
420,Santa Isabel do Rio Negro,16,BR,1562709562,83,-0.41,-65.02,81.11,3.18
421,Kargasok,12,RU,1562709563,98,59.06,80.87,52.67,7.85
422,Necochea,0,AR,1562709565,86,-38.55,-58.74,53.01,4.56
423,Bagh,0,PK,1562709566,81,33.98,73.78,68.87,2.57
424,Celestun,83,MX,1562709567,74,20.87,-90.4,82.73,11.61
425,Akdagmadeni,0,TR,1562709568,91,39.66,35.88,58.97,4.74
426,Sioux Lookout,90,CA,1562709358,73,50.1,-91.92,73.4,4.7
427,Kalaleh,75,IR,1562709571,69,37.38,55.49,78.8,4.7
428,Ipanema,61,BR,1562709572,71,-30.14,-51.22,59.0,2.24
429,Saint-Joseph,0,FR,1562709573,78,43.56,6.97,78.8,2.24
430,Mishan,70,CN,1562709574,88,45.55,131.88,63.65,2.35
431,Tazovskiy,50,RU,1562709575,80,67.47,78.7,41.87,6.35
432,Kloulklubed,75,PW,1562709577,88,7.04,134.26,78.8,3.36
433,Chadiza,0,ZM,1562709578,41,-14.06,32.43,60.05,13.04
434,Betare Oya,100,CM,1562709579,94,5.6,14.08,68.15,1.79
435,Autazes,87,BR,1562709580,93,-3.58,-59.13,79.49,1.7
436,Talcahuano,75,CL,1562709581,93,-36.72,-73.12,55.4,9.17
437,Namatanai,84,PG,1562709583,79,-3.66,152.44,76.79,2.19
438,Pevek,34,RU,1562709490,71,69.7,170.27,46.37,7.99
439,Viedma,0,AR,1562709585,63,-40.81,-62.99,51.95,5.93
440,Mizdah,0,LY,1562709586,15,31.45,12.98,88.31,8.41
441,Jardim,0,BR,1562709587,57,-21.48,-56.15,69.41,3.15
442,Tarasovskiy,0,RU,1562709589,71,48.73,40.36,58.61,6.02
443,Noyabrsk,98,RU,1562709590,66,63.2,75.45,49.97,6.49
444,Adrar,0,DZ,1562709591,6,27.87,-0.29,102.2,6.73
445,Rafaela,100,AR,1562709592,48,-31.25,-61.49,64.0,3.0
446,Wasilla,1,US,1562709594,57,61.58,-149.44,80.01,3.36
447,Puerto Escondido,40,MX,1562709595,70,15.86,-97.07,87.8,11.41
448,Noshiro,20,JP,1562709596,72,40.21,140.05,64.4,8.05
449,Shaoxing,75,CN,1562709597,100,30.0,120.58,75.0,6.71
450,Port Blair,89,IN,1562709598,80,11.67,92.75,83.09,18.19
451,Riyadh,0,SA,1562709600,11,24.63,46.72,91.4,9.17
452,Surgut,0,RU,1562709601,100,61.25,73.4,48.2,4.47
453,Taoudenni,13,ML,1562709602,11,22.68,-3.98,103.79,8.88
454,Aginskoye,5,RU,1562709603,78,51.11,114.54,63.0,10.0
455,Havoysund,0,NO,1562709606,87,71.0,24.66,46.4,10.29
456,Faya,5,SA,1562709607,46,18.39,42.45,73.4,5.82
457,Northam,90,AU,1562709608,93,-31.65,116.67,55.4,3.36
458,Pastos Bons,2,BR,1562709609,56,-6.6,-44.09,77.87,4.99
459,Barra do Garcas,0,BR,1562709431,48,-15.89,-52.26,84.2,2.24
460,Bathsheba,20,BB,1562709408,70,13.22,-59.52,86.0,20.8
461,Cabinda,0,AO,1562709614,82,-5.56,12.19,74.81,8.79
462,Kulu,100,CD,1562709615,98,3.47,23.69,70.31,0.85
463,Richards Bay,0,ZA,1562709616,76,-28.77,32.06,65.45,8.05
464,Lamont,90,CA,1562709617,77,53.76,-112.78,62.01,5.82
465,Trincomalee,100,LK,1562709619,73,8.58,81.23,79.85,7.85
466,Nemuro,51,JP,1562709620,92,43.32,145.57,50.87,11.63
467,Davila,75,PH,1562709621,88,18.47,120.58,77.0,5.82
468,Suzun,100,RU,1562709622,94,53.78,82.32,58.61,8.41
469,Xichang,100,CN,1562709623,96,27.88,102.25,51.77,1.12
470,Maragogi,42,BR,1562709625,94,-9.01,-35.22,71.57,3.74
471,Machilipatnam,100,IN,1562709626,64,16.18,81.14,86.51,6.08
472,Kisarazu,75,JP,1562709627,82,35.36,139.97,69.01,4.7
473,Balabac,87,PH,1562709628,73,7.99,117.06,80.57,3.22
474,Rockhampton,90,AU,1562709572,93,-23.38,150.51,60.8,1.54
475,Zhuhai,20,CN,1562709632,82,40.71,112.04,60.8,2.24
476,Mount Gambier,0,AU,1562709344,81,-37.83,140.78,48.2,17.22
477,Pula,40,EC,1562709634,58,-1.95,-79.93,86.0,4.7
478,Ranot,100,TH,1562709635,81,7.78,100.32,75.71,7.49
479,Nebolchi,7,RU,1562709636,96,59.12,33.35,52.85,6.46
480,Tibati,100,CM,1562709638,96,6.47,12.63,66.89,4.0
481,Laguna,40,BZ,1562709640,74,16.17,-88.94,87.8,11.41
482,College,40,US,1562709641,34,64.86,-147.8,82.99,12.75
483,La Libertad,0,PE,1562709642,13,-16.38,-71.56,64.4,11.41
484,Carballo,20,ES,1562709644,88,43.21,-8.69,64.99,2.24
485,Kawalu,28,ID,1562709645,93,-7.38,108.21,63.29,3.83
486,Tatvan,0,TR,1562709646,60,38.5,42.28,57.71,3.94
487,Manbij,0,SY,1562709647,32,36.53,37.96,82.4,11.41
488,Matara,88,BI,1562709650,90,-3.48,29.48,52.49,0.83
489,Chara,20,GR,1562709527,65,39.42,22.43,84.99,2.01
490,Pahalgam,15,IN,1562709652,86,34.03,75.33,63.65,0.76
491,Pskov,100,RU,1562709653,87,57.82,28.33,55.4,6.71
492,Jalalabad,1,AF,1562709654,52,34.43,70.46,91.4,5.82
493,Ojinaga,1,US,1562709656,26,29.56,-104.41,93.2,11.41
494,Tavira,0,PT,1562709657,82,37.13,-7.65,70.0,9.17
495,Neuquen,0,AR,1562709498,58,-38.95,-68.06,59.0,3.36
496,Houma,100,CN,1562709659,58,35.63,111.36,70.49,0.45
497,Pacific Grove,1,US,1562709660,30,36.62,-121.92,84.0,10.29
498,Ahipara,0,NZ,1562709662,72,-35.17,173.16,58.07,12.66
499,Caluquembe,84,AO,1562709663,19,-13.78,14.68,54.83,3.27
500,Lalin,0,CN,1562709664,78,45.23,126.86,73.4,6.71
501,Sharan,0,AF,1562709665,38,33.15,68.78,71.39,6.15
502,Broome,75,GB,1562709667,82,52.47,1.45,64.0,9.17
503,Boulsa,100,BF,1562709668,69,12.66,-0.57,79.13,4.97
504,Kendari,7,ID,1562709669,95,-3.99,122.52,68.51,2.26
505,Longyearbyen,0,NO,1562709670,81,78.22,15.63,46.4,10.29
506,Bara,100,NG,1562709672,87,10.41,10.6,73.01,3.56
507,Annau,40,TM,1562709674,37,37.89,58.52,86.0,6.93
508,Duku,99,ID,1562709675,78,-1.19,100.47,82.55,10.13
509,Vila Franca do Campo,20,PT,1562709676,94,37.72,-25.43,68.0,4.7
510,Bati,100,ET,1562709677,65,11.19,40.02,72.65,7.45
511,Qasigiannguit,20,GL,1562709679,46,68.82,-51.19,53.6,3.36
512,Ilheus,40,BR,1562709680,73,-14.79,-39.05,73.4,9.17
513,Mao,75,DO,1562709681,51,19.55,-71.08,86.0,18.34
514,Sumbe,0,AO,1562709682,81,-11.2,13.84,71.75,9.55
515,Qaqortoq,100,GL,1562709511,24,60.72,-46.03,66.2,19.46
516,Maungaturoto,0,NZ,1562709685,86,-36.11,174.36,53.01,3.98
517,Emba,0,CY,1562709686,88,34.81,32.42,80.6,3.36
518,Nuevo Progreso,40,US,1562709689,44,26.05,-97.95,102.0,17.22
519,Vitim,35,RU,1562709690,84,59.44,112.57,60.23,1.14
520,Pauini,78,BR,1562709692,57,-7.71,-67.0,83.81,1.05
521,Kyshtym,88,RU,1562709694,73,55.71,60.55,60.01,4.0
522,Atar,0,MR,1562709695,10,20.52,-13.05,100.73,18.34
523,Ishigaki,75,JP,1562709696,89,24.34,124.16,84.2,18.34
524,Erzin,40,TR,1562709697,83,36.95,36.2,79.0,6.93
525,Coihaique,90,CL,1562709699,93,-45.58,-72.07,48.2,1.92
526,Soe,90,EE,1562709701,93,57.91,26.05,55.4,9.17
527,Concordia,100,AR,1562709702,75,-31.4,-58.02,60.01,6.67
528,Boundiali,95,CI,1562709703,94,9.53,-6.48,72.29,3.42
529,Veliki Preslav,100,BG,1562709705,86,43.16,26.81,64.01,1.1
530,Jalingo,98,NG,1562709706,93,10.21,12.82,69.41,2.66
531,Dolinsk,75,RU,1562709707,81,47.32,142.8,51.8,2.24
532,Norrtalje,0,SE,1562709708,93,59.76,18.7,51.01,6.93
533,Marapanim,81,BR,1562709709,75,-0.71,-47.7,82.37,17.0
534,Gazanjyk,100,TM,1562709711,21,39.24,55.52,95.87,17.67
535,Carlet,0,ES,1562709713,78,39.23,-0.52,80.01,8.05
536,Half Moon Bay,40,US,1562709524,68,37.46,-122.43,77.0,17.22
537,Tinos,0,GR,1562709715,51,37.54,25.16,82.0,2.24
538,Codo,0,ES,1562709716,52,41.33,-0.7,71.6,16.11
539,Palora,40,EC,1562709718,61,-1.7,-77.97,78.8,6.93
540,Korce,0,CZ,1562709719,58,50.54,14.6,57.99,6.93
541,Thai Nguyen,20,VN,1562709488,74,21.59,105.84,78.8,2.24
542,Vysokogornyy,100,RU,1562709507,86,50.1,139.13,53.93,3.42
543,Rafraf,0,TN,1562709722,61,37.19,10.18,82.4,6.93
544,Dingle,54,PH,1562709725,86,11.0,122.67,73.91,2.28
545,Kotri,76,PK,1562709638,75,25.36,68.31,82.37,26.11
546,Ponta Grossa,3,BR,1562709475,79,-25.09,-50.16,55.19,2.98
547,Khanpur,0,PK,1562709728,54,28.65,70.66,89.39,20.29
548,Swan River,100,CA,1562709729,53,52.11,-101.27,71.57,9.4
549,Neiafu,75,TO,1562709730,88,-18.65,-173.98,78.8,9.17
550,Cabedelo,40,BR,1562709732,74,-6.97,-34.84,78.8,6.93
551,Ponta Delgada,20,PT,1562709674,94,37.73,-25.67,68.0,4.7
552,Arroyo,20,BO,1562709734,45,-11.08,-66.08,87.8,4.7
553,Mwinilunga,0,ZM,1562709735,32,-11.73,24.43,55.55,5.14
554,Shingu,95,JP,1562709736,97,33.72,135.99,64.55,3.53
555,Phek,100,IN,1562709738,98,25.7,94.46,73.55,2.8
556,Sabha,0,LY,1562709739,8,27.03,14.43,89.75,6.33
557,Douglas,90,US,1562709740,72,58.28,-134.39,66.2,8.05
558,Yaan,100,NG,1562709741,96,7.38,8.57,72.65,6.35
559,San Isidro,75,CR,1562709743,61,10.02,-84.06,77.0,13.87
560,Zhangye,0,CN,1562709744,53,38.94,100.46,60.95,3.53
561,Aksay,66,KZ,1562709745,41,51.17,53.01,75.71,5.75
562,Moussoro,0,TD,1562709746,53,13.64,16.49,83.63,6.02
563,Soligalich,100,RU,1562709747,98,59.08,42.29,53.03,10.54
564,Puerto Ayacucho,75,CO,1562709749,74,5.66,-67.63,82.4,5.82
565,Chimoio,0,MZ,1562709750,61,-19.11,33.48,57.71,0.89
566,Veracruz,75,EC,1562709751,50,-3.97,-79.57,75.2,16.11
567,Naze,100,NG,1562709752,90,5.43,7.07,73.73,3.18
568,Point Pedro,99,LK,1562709753,84,9.82,80.23,83.27,22.19
569,Cody,1,US,1562709755,42,44.53,-109.06,71.01,9.17
570,Rubizhne,12,UA,1562709756,69,49.02,38.37,57.35,5.03
571,Charters Towers,100,AU,1562709757,89,-20.07,146.27,62.93,5.14
572,Seguela,38,CI,1562709615,94,7.96,-6.67,72.47,4.16
573,Baksan,90,RU,1562709759,68,43.68,43.54,69.8,4.47
574,Gimli,100,CA,1562709760,94,50.63,-96.99,68.0,5.68
575,Orbetello,0,IT,1562709762,73,42.44,11.21,77.0,4.7
576,Bose,75,IT,1562709763,82,45.46,8.01,73.99,13.87
577,Yanam,100,IN,1562709764,93,16.73,82.22,77.51,11.14
578,Sisimiut,53,GL,1562709765,94,66.94,-53.67,39.71,9.42
579,Valle Hermoso,40,MX,1562709767,44,25.67,-97.82,96.8,17.22
580,Zhengjiatun,100,CN,1562709768,76,43.51,123.51,71.21,3.62
581,Karlovo,75,BG,1562709769,69,42.64,24.8,75.2,9.17
582,Whitianga,51,NZ,1562709770,99,-36.83,175.7,51.01,3.78
583,Port Augusta,0,AU,1562709771,75,-32.49,137.76,45.0,10.29
584,Goderich,83,CA,1562709773,89,43.74,-81.71,82.99,5.01
585,Nicoya,75,CR,1562709774,74,10.15,-85.45,86.0,4.7
586,Belmopan,75,BZ,1562709534,74,17.25,-88.77,88.0,6.93
587,Phan Thiet,100,VN,1562709528,92,10.93,108.1,74.09,5.68
588,Puerto Carreno,75,CO,1562709777,74,6.19,-67.49,82.4,5.82
589,Mount Isa,90,AU,1562709529,45,-20.73,139.49,64.4,5.82
590,Troitsk,0,RU,1562709780,77,54.08,61.55,56.81,8.81
591,Anahuac,0,MX,1562709781,36,26.44,-109.02,105.01,10.0
592,Gravdal,100,NO,1562709782,87,59.79,5.78,55.0,5.82
593,Chapais,1,CA,1562709514,29,49.78,-74.86,77.0,10.29
594,Arman,44,RU,1562709785,66,59.7,150.17,59.69,3.24
595,Pirai do Sul,0,BR,1562709787,84,-24.53,-49.95,59.0,1.01
596,Kedougou,75,SN,1562709788,74,12.56,-12.19,86.0,4.92
597,Iracoubo,70,GF,1562709789,76,5.48,-53.21,80.75,6.24
598,Leo,98,BF,1562709790,83,11.1,-2.1,76.61,6.49
599,Baturaja,46,ID,1562709791,98,-4.12,104.17,71.93,2.44
600,Dauriya,7,RU,1562709793,67,49.93,116.85,64.01,2.44
601,Winfield,1,US,1562709794,48,41.86,-88.16,91.0,10.29
602,Batagay,0,RU,1562709795,70,67.65,134.64,65.81,3.09
603,Marl,31,DE,1562709796,66,51.65,7.08,61.0,1.12
604,Melito di Porto Salvo,0,IT,1562709798,83,37.92,15.77,88.0,2.24
605,Saint-Louis,0,SN,1562709799,85,16.03,-16.5,74.27,14.7
606,Diapaga,100,BF,1562709800,76,12.07,1.79,75.71,3.65
607,Cherlak,0,RU,1562709801,95,54.15,74.8,54.65,9.33
608,Cap Malheureux,20,MU,1562709802,94,-19.98,57.61,70.0,4.7
609,Dubbo,75,AU,1562709804,92,-32.25,148.6,32.0,3.36
610,Mehamn,75,NO,1562709805,87,71.03,27.85,44.6,8.05
611,Touros,20,BR,1562709806,83,-5.2,-35.46,77.0,6.93
612,Nelson Bay,0,AU,1562709807,87,-32.72,152.14,46.99,17.22
613,Leningradskiy,74,RU,1562709808,69,69.38,178.42,52.13,7.85
614,San Fernando,20,TT,1562709810,74,10.28,-61.46,84.99,5.82
615,Salalah,75,OM,1562709811,88,17.01,54.1,82.4,5.82
616,Nioro,50,GM,1562709812,58,13.79,-15.05,85.61,16.87
617,Koltubanovskiy,100,RU,1562709813,97,52.94,52.03,63.65,1.19
618,Hay River,75,CA,1562709816,62,60.82,-115.79,55.4,11.41
619,Matipo,80,BR,1562709817,84,-20.28,-42.34,54.65,0.81
620,Duyun,100,CN,1562709818,96,26.27,107.52,61.31,0.49
621,Sao Felix do Xingu,100,BR,1562709659,79,-6.64,-51.99,76.61,2.73
622,Umm Lajj,0,SA,1562709820,77,25.02,37.27,84.17,2.51
623,Berlevag,75,NO,1562709821,81,70.86,29.09,44.6,8.05
624,Joshimath,100,IN,1562709823,99,30.57,79.57,56.81,2.44
625,Gelgaudiskis,55,LT,1562709824,95,55.08,22.98,53.03,8.19
626,Makasar,20,ID,1562709825,65,-6.28,106.88,81.0,5.82
627,Codrington,90,AU,1562709826,93,-28.95,153.24,53.01,4.7
628,Aswan,0,EG,1562709828,17,24.09,32.9,91.4,4.7
